#Annotated with Bakta v1.9.3, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
CP124092.1	368382	368807	+	FMBKCJ_35000	16.5	9.7		SO:0001217, UniParc:UPI0000057451, UniRef:UniRef100_O51335, UniRef:UniRef50_O51335, UniRef:UniRef90_O51335
CP124092.1	416615	417031	+	FMBKCJ_35225	16.3	10.4		RefSeq:WP_002556999.1, SO:0001217, UniParc:UPI000005747C, UniRef:UniRef100_O51365, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
CP124092.1	443691	443978	-	FMBKCJ_35340	11.3	9.9		RefSeq:WP_044283513.1, SO:0001217, UniParc:UPI00052A27E0, UniRef:UniRef100_UPI00052A27E0, UniRef:UniRef50_UPI00052A27E0, UniRef:UniRef90_UPI00052A27E0
CP124092.1	535102	535524	-	FMBKCJ_35845	16.5	10.2		RefSeq:WP_002557113.1, SO:0001217, UniParc:UPI00000574F5, UniRef:UniRef100_O51475, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
CP124092.1	564111	565604	-	FMBKCJ_35990	59.3	6.0		RefSeq:WP_044283522.1, SO:0001217, UniParc:UPI00052A3973, UniRef:UniRef100_UPI00052A3973, UniRef:UniRef50_D6RY37, UniRef:UniRef90_G0ALZ4
CP124092.1	644694	645062	+	FMBKCJ_36335	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
CP124092.1	662525	662839	-	FMBKCJ_36410	11.3	8.7		RefSeq:WP_010889785.1, SO:0001217, UniParc:UPI000005755D, UniRef:UniRef100_O51576, UniRef:UniRef50_O51576, UniRef:UniRef90_O51576
CP124092.1	690114	690410	+	FMBKCJ_36510	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
CP124092.1	739064	739603	+	FMBKCJ_36760	21.1	9.9		RefSeq:WP_002656268.1, SO:0001217, UniParc:UPI00000575A2, UniRef:UniRef100_O51644, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
CP124092.1	792272	793546	+	FMBKCJ_37015	48.7	4.6		RefSeq:WP_010889815.1, SO:0001217, UniParc:UPI000233F626, UniRef:UniRef100_O51690, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
CP124092.1	814799	815233	-	FMBKCJ_37135	17.6	9.3		RefSeq:WP_002557361.1, SO:0001217, UniParc:UPI00000575E7, UniRef:UniRef100_O51714, UniRef:UniRef50_O51714, UniRef:UniRef90_O51714
CP124090.1	1440	1796	+	FMBKCJ_37510	14.3	9.4		RefSeq:WP_010883928.1, SO:0001217, UniParc:UPI000005696E, UniRef:UniRef100_Q44728, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
CP124090.1	3628	3849	+	FMBKCJ_37520	8.6	5.7	PF05714.15|PFam54_60	PFAM:PF05714.15, RefSeq:WP_010258242.1, SO:0001217, UniParc:UPI00016B30E2, UniRef:UniRef100_G5IXH9, UniRef:UniRef50_G5IXH9, UniRef:UniRef90_G5IXH9
CP124091.1	15150	15308	+	FMBKCJ_37790	6.0	10.2		RefSeq:WP_199176731.1, SO:0001217, UniParc:UPI0018EC4253, UniRef:UniRef100_UPI0018EC4253, UniRef:UniRef50_C0RC30, UniRef:UniRef90_A0A9N7G314
CP124091.1	18130	18723	+	FMBKCJ_37810	22.7	9.1		RefSeq:WP_010890382.1, SO:0001217, UniParc:UPI0000056917, UniRef:UniRef100_O50923, UniRef:UniRef50_O50923, UniRef:UniRef90_O50923
CP124091.1	32971	34368	+	FMBKCJ_37905	52.8	6.5		RefSeq:WP_012622802.1, SO:0001217, UniParc:UPI000005692B, UniRef:UniRef100_A0A7U4DJ15, UniRef:UniRef50_Q0SLV8, UniRef:UniRef90_A0A806CL76
CP019916.1	144364	144552	-	FMBKCJ_38725	7.2	9.3		SO:0001217, UniRef:UniRef50_G0AKV4, UniRef:UniRef90_G0AKV4
CP019916.1	157625	158059	+	FMBKCJ_38780	16.9	10.1		RefSeq:WP_010889695.1, SO:0001217, UniParc:UPI0000057387, UniRef:UniRef100_O51178, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
CP019916.1	212059	213519	+	FMBKCJ_39060	55.8	9.0	PF13428.10|TPR_14	PFAM:PF13428.10, SO:0001217, UniRef:UniRef50_A0A7W9ZBB3
CP019916.1	216936	217256	+	FMBKCJ_39075	12.5	9.5	PF08676.15|MutL_C	PFAM:PF08676.15
CP019916.1	272631	273644	-	FMBKCJ_39325	39.1	4.3		RefSeq:WP_010889720.1, SO:0001217, UniParc:UPI00000573ED, UniRef:UniRef100_O51275, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
CP019916.1	368454	368879	+	FMBKCJ_39800	16.5	9.7		SO:0001217, UniParc:UPI0000057451, UniRef:UniRef100_O51335, UniRef:UniRef50_O51335, UniRef:UniRef90_O51335
CP019916.1	416686	417102	+	FMBKCJ_40030	16.3	10.4		RefSeq:WP_002556999.1, SO:0001217, UniParc:UPI000005747C, UniRef:UniRef100_O51365, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
CP019916.1	443762	444049	-	FMBKCJ_40145	11.3	9.9		RefSeq:WP_044283513.1, SO:0001217, UniParc:UPI00052A27E0, UniRef:UniRef100_UPI00052A27E0, UniRef:UniRef50_UPI00052A27E0, UniRef:UniRef90_UPI00052A27E0
CP019916.1	535173	535595	-	FMBKCJ_40650	16.5	10.2		RefSeq:WP_002557113.1, SO:0001217, UniParc:UPI00000574F5, UniRef:UniRef100_O51475, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
CP019916.1	564182	565675	-	FMBKCJ_40795	59.3	6.0		RefSeq:WP_044283522.1, SO:0001217, UniParc:UPI00052A3973, UniRef:UniRef100_UPI00052A3973, UniRef:UniRef50_D6RY37, UniRef:UniRef90_G0ALZ4
CP019916.1	644765	645133	+	FMBKCJ_41140	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
CP019916.1	662596	662910	-	FMBKCJ_41215	11.3	8.7		RefSeq:WP_010889785.1, SO:0001217, UniParc:UPI000005755D, UniRef:UniRef100_O51576, UniRef:UniRef50_O51576, UniRef:UniRef90_O51576
CP019916.1	690185	690481	+	FMBKCJ_41315	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
CP019916.1	739136	739675	+	FMBKCJ_41565	21.1	9.9		RefSeq:WP_002656268.1, SO:0001217, UniParc:UPI00000575A2, UniRef:UniRef100_O51644, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
CP019916.1	792344	793618	+	FMBKCJ_41820	48.7	4.6		RefSeq:WP_010889815.1, SO:0001217, UniParc:UPI000233F626, UniRef:UniRef100_O51690, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
CP019916.1	814871	815305	-	FMBKCJ_41940	17.6	9.3		RefSeq:WP_002557361.1, SO:0001217, UniParc:UPI00000575E7, UniRef:UniRef100_O51714, UniRef:UniRef50_O51714, UniRef:UniRef90_O51714
CP019922.1	12982	13203	-	FMBKCJ_42350	8.6	5.7	PF05714.15|PFam54_60	PFAM:PF05714.15, RefSeq:WP_010258242.1, SO:0001217, UniParc:UPI00016B30E2, UniRef:UniRef100_G5IXH9, UniRef:UniRef50_G5IXH9, UniRef:UniRef90_G5IXH9
CP019922.1	15035	15391	-	FMBKCJ_42360	14.3	9.4		RefSeq:WP_010883928.1, SO:0001217, UniParc:UPI000005696E, UniRef:UniRef100_Q44728, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
CP019923.1	10742	10990	+	FMBKCJ_42535	9.6	9.9		RefSeq:WP_080745463.1, SO:0001217, UniParc:UPI000005699A, UniRef:UniRef100_UPI000005699A, UniRef:UniRef50_UPI000005699A, UniRef:UniRef90_UPI000005699A
CP019923.1	11332	11544	+	FMBKCJ_42540	8.4	6.2		RefSeq:WP_049755699.1, SO:0001217, UniParc:UPI00016B33E7, UniRef:UniRef100_UPI00016B33E7, UniRef:UniRef50_UPI00016B33E7, UniRef:UniRef90_UPI00016B33E7
CP019923.1	11544	11639	+	FMBKCJ_42545	3.9	9.8		
CP019923.1	12108	12224	+	FMBKCJ_42550	4.5	5.0		
CP019923.1	16140	16367	+	FMBKCJ_42575	8.7	8.5		RefSeq:WP_012665401.1, SO:0001217, UniParc:UPI0000056993, UniRef:UniRef100_UPI0000056993, UniRef:UniRef50_UPI00016B33E0, UniRef:UniRef90_UPI00016B33E0
CP019923.1	19584	19769	-	FMBKCJ_42595	7.5	5.7		SO:0001217, UniRef:UniRef50_O50837, UniRef:UniRef90_O50837
CP019923.1	21618	21737	+	FMBKCJ_42610	4.9	5.4		
CP019923.1	27789	28157	-	FMBKCJ_42645	14.3	9.2		
CP019920.1	4942	5115	+	FMBKCJ_42900	6.4	5.0		
CP019920.1	23633	23815	+	FMBKCJ_43035	6.9	7.9		RefSeq:WP_012664891.1, SO:0001217, UniParc:UPI000005767B, UniRef:UniRef100_UPI000005767B, UniRef:UniRef50_UPI000005767B, UniRef:UniRef90_UPI000005767B
CP019918.1	1111	1269	+	FMBKCJ_43060	5.9	5.6		SO:0001217, UniRef:UniRef50_C0R905
CP019918.1	51501	51884	+	FMBKCJ_43420	14.5	4.3		
CP019921.1	1306	1467	+	FMBKCJ_43455	6.4	4.8		
CP019921.1	10283	10504	+	FMBKCJ_43540	8.6	10.0		RefSeq:WP_044283637.1, SO:0001217, UniParc:UPI000307489A, UniRef:UniRef100_UPI000307489A, UniRef:UniRef50_UPI000307489A, UniRef:UniRef90_UPI000307489A
CP019921.1	25558	25779	-	FMBKCJ_43660	8.6	9.8		SO:0001217, UniRef:UniRef50_A0A1G4Q5U4
CP019921.1	28026	28544	+	FMBKCJ_43675	20.3	9.2		RefSeq:WP_012593060.1, SO:0001217, UniParc:UPI00017F48F3, UniRef:UniRef100_A0A0H3C438, UniRef:UniRef90_A0A0H3C438
CP019921.1	52632	52910	+	FMBKCJ_43860	10.7	4.5		
CP019924.1	4902	5096	-	FMBKCJ_43935	7.6	11.6		SO:0001217, UniRef:UniRef50_UPI00017F3800
CP019924.1	6375	6650	+	FMBKCJ_43945	10.7	6.1		RefSeq:WP_010258413.1, SO:0001217, UniParc:UPI00016B3647, UniRef:UniRef100_O50813, UniRef:UniRef50_O50813, UniRef:UniRef90_O50813
CP019924.1	18361	18465	+	FMBKCJ_44000	4.3	8.0		
CP019924.1	18973	19173	+	FMBKCJ_44005	7.8	4.6		SO:0001217, UniRef:UniRef50_A0A7U4DIY2, UniRef:UniRef90_A0A7U4DIY2
CP019924.1	21912	22133	+	FMBKCJ_44015	8.9	9.5		SO:0001217, UniParc:UPI00000568BF, UniRef:UniRef100_O50837, UniRef:UniRef50_O50837, UniRef:UniRef90_O50837
CP019924.1	22294	22467	+	FMBKCJ_44020	6.7	9.4		RefSeq:WP_010890345.1, SO:0001217, UniParc:UPI00000568C0, UniRef:UniRef100_O50838, UniRef:UniRef50_O50838, UniRef:UniRef90_O50838
CP019924.1	23073	23657	-	FMBKCJ_44025	22.1	5.3		RefSeq:WP_052403610.1, SO:0001217, UniParc:UPI0003233FA8, UniRef:UniRef100_UPI0003233FA8, UniRef:UniRef50_A0A0H3BZV3, UniRef:UniRef90_A0A0H3BZV3
CP019924.1	24293	24670	+	FMBKCJ_44035	13.9	5.6		RefSeq:WP_015899368.1, SO:0001217, UniParc:UPI00000568C3, UniRef:UniRef100_UPI00000568C3, UniRef:UniRef50_UPI00016B379E, UniRef:UniRef90_UPI00016B379E
CP019924.1	26585	26803	-	FMBKCJ_44050	8.3	5.0		RefSeq:WP_010890349.1, SO:0001217, UniParc:UPI00000568C6, UniRef:UniRef100_O50844, UniRef:UniRef50_O50844, UniRef:UniRef90_O50844
CP019925.1	15148	15306	+	FMBKCJ_44190	6.1	10.2		RefSeq:WP_010259080.1, SO:0001217, UniParc:UPI0000056910, UniRef:UniRef100_UPI0000056910, UniRef:UniRef50_C0RC30, UniRef:UniRef90_A0A9N7G314
CP019925.1	18128	18721	+	FMBKCJ_44210	22.7	9.1		RefSeq:WP_010890382.1, SO:0001217, UniParc:UPI0000056917, UniRef:UniRef100_O50923, UniRef:UniRef50_O50923, UniRef:UniRef90_O50923
CP019925.1	32969	34366	+	FMBKCJ_44305	52.8	6.5		RefSeq:WP_012622802.1, SO:0001217, UniParc:UPI000005692B, UniRef:UniRef100_A0A7U4DJ15, UniRef:UniRef50_Q0SLV8, UniRef:UniRef90_A0A806CL76
CP019926.1	2160	2354	-	FMBKCJ_44435	7.8	6.7		
CP019926.1	6336	6674	-	FMBKCJ_44465	13.6	9.7		
CP019926.1	31892	32458	+	FMBKCJ_44650	21.8	9.1		RefSeq:WP_010883937.1, SO:0001217, UniParc:UPI0000057752, UniRef:UniRef100_Q9RZY1, UniRef:UniRef90_Q9S073
CP019926.1	37816	38196	-	FMBKCJ_44685	14.3	6.7		RefSeq:WP_231013320.1, SO:0001217, UniParc:UPI0003F834B4, UniRef:UniRef100_UPI0000057758, UniRef:UniRef50_UPI0000057758, UniRef:UniRef90_UPI0000057758
CP019926.1	38565	39077	-	FMBKCJ_44690	19.4	8.8		RefSeq:WP_083013073.1, SO:0001217, UniParc:UPI0009F1771F, UniRef:UniRef100_UPI0009F1771F, UniRef:UniRef50_UPI00016C5603, UniRef:UniRef90_UPI0004280BBD
CP019926.1	39802	39933	-	FMBKCJ_44695	5.0	4.2		
CP019926.1	39959	40186	-	FMBKCJ_44700	8.6	8.7		RefSeq:WP_024705874.1, SO:0001217, UniParc:UPI000005775D, UniRef:UniRef100_UPI000005775D, UniRef:UniRef50_UPI001E5DCC1C, UniRef:UniRef90_UPI001E5DCC1C
CP019926.1	43915	44196	-	FMBKCJ_44710	11.3	10.0		RefSeq:WP_038379685.1, SO:0001217, UniParc:UPI00016C583C, UniRef:UniRef100_UPI0000057760, UniRef:UniRef50_A0A1L8ZA91, UniRef:UniRef90_A0A1L8ZA91
CP019926.1	44714	44983	+	FMBKCJ_44715	10.6	9.5		RefSeq:WP_012672645.1, SO:0001217, UniParc:UPI00016C583D, UniRef:UniRef100_UPI00016C583D, UniRef:UniRef50_UPI00016C583D, UniRef:UniRef90_UPI00016C583D
CP019926.1	51172	51528	-	FMBKCJ_44730	14.3	9.4		RefSeq:WP_010883928.1, SO:0001217, UniParc:UPI000005696E, UniRef:UniRef100_Q44728, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
CP001449.1	27132	27659	+	FMBKCJ_45265	20.8	9.1		RefSeq:WP_012621486.1, SO:0001217, UniParc:UPI00016B2C5B, UniRef:UniRef100_A0A9N7ARY7, UniRef:UniRef90_A0A0H3C0R6
CP001444.1	3	164	+	FMBKCJ_45490	5.6	6.3		SO:0001217, UniRef:UniRef50_A0A7W9ZCA2
CP001453.1	3	1247	+	FMBKCJ_45590	47.7	6.6		
CP001453.1	15725	15916	-	FMBKCJ_45705	7.3	7.9		RefSeq:WP_012664971.1, SO:0001217, UniParc:UPI00017F3852, UniRef:UniRef100_UPI00017F3852, UniRef:UniRef50_UPI00017F3852, UniRef:UniRef90_UPI00017F3852
CP001450.1	3	596	+	FMBKCJ_45725	23.2	8.2		
CP001450.1	28592	28720	+	FMBKCJ_45930	4.9	10.2		
CP001460.1	3275	3439	-	FMBKCJ_46180	6.3	8.6		
CP001460.1	6762	6869	-	FMBKCJ_46200	4.2	10.0		
CP001461.1	3575	4258	+	FMBKCJ_46220	26.7	9.4		RefSeq:WP_012622432.1, SO:0001217, UniParc:UPI00016B27D7, UniRef:UniRef100_A0A9N7B4Y8, UniRef:UniRef50_C0R8X6, UniRef:UniRef90_A0A5J6WFZ6
CP001459.1	7938	8063	-	FMBKCJ_46280	4.8	10.6		RefSeq:WP_012614988.1, SO:0001217, UniParc:UPI00016B3107, UniRef:UniRef100_A0A0H3C131, UniRef:UniRef50_A0A0H3C131, UniRef:UniRef90_A0A0H3C131
CP001459.1	8067	8189	-	FMBKCJ_46285	4.8	9.9		SO:0001217, UniRef:UniRef50_A0A0H3C0J1, UniRef:UniRef90_A0A0H3C0J1
CP001459.1	19285	19395	+	FMBKCJ_46330	4.4	9.7		
CP001459.1	20289	20432	+	FMBKCJ_46335	5.4	4.4		SO:0001217, UniRef:UniRef50_A0A7W9ZC39, UniRef:UniRef90_UPI00017F3D76
CP001459.1	23824	24006	-	FMBKCJ_46345	7.3	9.4		SO:0001217, UniRef:UniRef50_A0A0H3C040, UniRef:UniRef90_UPI00017F2CB8
CP001456.1	2	163	+	FMBKCJ_46350	6.2	9.5		
CP001456.1	1372	1599	-	FMBKCJ_46355	8.8	6.2		RefSeq:WP_012666138.1, SO:0001217, UniParc:UPI000195E0F5, UniRef:UniRef100_UPI000195E0F5, UniRef:UniRef50_UPI000195E0F5, UniRef:UniRef90_UPI000195E0F5
CP001456.1	1993	2217	-	FMBKCJ_46360	8.6	8.8		RefSeq:WP_233186164.1, SO:0001217, UniParc:UPI001E61FD95, UniRef:UniRef100_UPI001E3B9490, UniRef:UniRef50_UPI001E3B9490, UniRef:UniRef90_UPI001E3B9490
CP001456.1	2159	2305	-	FMBKCJ_46365	5.7	9.3		
CP001456.1	2580	2912	-	FMBKCJ_46370	13.1	9.3		
CP001456.1	8302	8691	+	FMBKCJ_46380	15.4	9.7		RefSeq:WP_012666137.1, SO:0001217, UniParc:UPI00017F3856, UniRef:UniRef100_UPI00017F3856, UniRef:UniRef50_A0A806C708, UniRef:UniRef90_UPI00017F3856
CP001456.1	10068	10313	-	FMBKCJ_46385	9.7	9.8		
CP001456.1	10923	11207	-	FMBKCJ_46390	11.1	7.9		RefSeq:WP_012666127.1, SO:0001217, UniParc:UPI000195E104, UniRef:UniRef100_UPI000195E104, UniRef:UniRef50_UPI000195E104, UniRef:UniRef90_UPI000195E104
CP001452.1	12601	12720	-	FMBKCJ_46455	4.4	4.9		SO:0001217, UniRef:UniRef50_A0A0H3C151, UniRef:UniRef90_A0A0H3C151
CP001454.1	1416	1520	-	FMBKCJ_46520	3.8	6.5		SO:0001217, UniRef:UniRef50_A0A0H3C3H1, UniRef:UniRef90_A0A0H3C3H1
CP001454.1	25861	26037	+	FMBKCJ_46615	6.9	9.6		RefSeq:WP_010257051.1, SO:0001217, UniParc:UPI00016B2F6F, UniRef:UniRef100_A0A7U4DJ52, UniRef:UniRef50_A0A7U4DJ52, UniRef:UniRef90_A0A7U4DJ52
CP001455.1	13162	13605	-	FMBKCJ_46685	16.6	6.7		RefSeq:WP_010256673.1, SO:0001217, UniParc:UPI000005685A, UniRef:UniRef100_O50737, UniRef:UniRef50_O50737, UniRef:UniRef90_O50737
CP001455.1	14010	14348	-	FMBKCJ_46695	13.1	4.7		RefSeq:WP_012666083.1, SO:0001217, UniParc:UPI00017F3867, UniRef:UniRef100_UPI00017F3867, UniRef:UniRef50_O50739, UniRef:UniRef90_O50739
CP001455.1	14361	15194	-	FMBKCJ_46700	31.4	6.4		RefSeq:WP_012666085.1, SO:0001217, UniParc:UPI00017F308D, UniRef:UniRef100_UPI00017F308D, UniRef:UniRef50_O50740, UniRef:UniRef90_O50740
CP001455.1	18884	19663	-	FMBKCJ_46730	29.9	6.5		RefSeq:WP_012666082.1, SO:0001217, UniParc:UPI00017F2C3E, UniRef:UniRef100_UPI00017F2C3E, UniRef:UniRef50_A0A1L8ZA75, UniRef:UniRef90_UPI00017F2C3E
CP001455.1	19673	20455	-	FMBKCJ_46735	29.9	6.1		RefSeq:WP_012666100.1, SO:0001217, UniParc:UPI00017F2C3D, UniRef:UniRef100_UPI00017F2C3D, UniRef:UniRef50_A0A0H3C5I5, UniRef:UniRef90_UPI000D02D3F1
CP001455.1	23538	23909	-	FMBKCJ_46750	13.9	8.5		RefSeq:WP_012622701.1, SO:0001217, UniParc:UPI00016B3782, UniRef:UniRef100_A0A7U4DIU8, UniRef:UniRef50_O50749, UniRef:UniRef90_A0A1L8ZA88
CP001455.1	24594	25007	-	FMBKCJ_46760	16.1	9.3		RefSeq:WP_012622693.1, SO:0001217, UniParc:UPI00017F42BB, UniRef:UniRef100_A0A7U4DIU7, UniRef:UniRef50_O50751, UniRef:UniRef90_A0A1L8ZA81
CP001455.1	28851	29615	-	FMBKCJ_46785	29.7	9.8		RefSeq:WP_012622699.1, SO:0001217, UniParc:UPI00016B322F, UniRef:UniRef100_A0A7U3YB70, UniRef:UniRef50_O50757, UniRef:UniRef90_A0A0H3C5A6
CP001448.1	3557	3673	-	FMBKCJ_46810	4.4	6.0		
CP001448.1	4009	4284	+	FMBKCJ_46815	10.7	6.1		RefSeq:WP_010258413.1, SO:0001217, UniParc:UPI00016B3647, UniRef:UniRef100_O50813, UniRef:UniRef50_O50813, UniRef:UniRef90_O50813
CP001448.1	15906	16010	+	FMBKCJ_46880	4.3	8.0		
CP001448.1	16518	16718	+	FMBKCJ_46885	7.9	4.5		SO:0001217, UniParc:UPI000191DE9E, UniRef:UniRef100_A0A7U4DIY2, UniRef:UniRef50_A0A7U4DIY2, UniRef:UniRef90_A0A7U4DIY2
CP001448.1	19460	19681	+	FMBKCJ_46895	8.9	9.5		SO:0001217, UniRef:UniRef50_O50837, UniRef:UniRef90_O50837
CP001448.1	25604	25813	-	FMBKCJ_46920	8.2	9.9		RefSeq:WP_012665943.1, SO:0001217, UniParc:UPI00017F3722, UniRef:UniRef100_UPI00017F3722, UniRef:UniRef50_UPI00017F3722, UniRef:UniRef90_UPI00017F3722
CP001448.1	26701	27108	+	FMBKCJ_46925	16.8	6.9		
CP001458.1	929	1213	+	FMBKCJ_46955	10.9	9.0	PF05714.15|PFam54_60	PFAM:PF05714.15
CP001458.1	4682	4951	+	FMBKCJ_46960	9.8	8.0		RefSeq:WP_042334626.1, SO:0001217, UniParc:UPI00017F352F, UniRef:UniRef100_UPI00017F352F, UniRef:UniRef50_UPI00017F352F, UniRef:UniRef90_UPI00017F352F
CP001458.1	8941	9156	-	FMBKCJ_46985	8.1	9.5		RefSeq:WP_012665382.1, SO:0001217, UniParc:UPI00017F352A, UniRef:UniRef100_UPI00017F352A, UniRef:UniRef50_UPI00017F352A, UniRef:UniRef90_UPI00017F352A
CP001458.1	10047	10175	-	FMBKCJ_46990	4.9	10.2		
CP001458.1	11884	12474	-	FMBKCJ_47005	24.2	10.0		
CP001458.1	23385	23711	+	FMBKCJ_47050	11.6	7.8		RefSeq:WP_223292504.1, SO:0001217, UniParc:UPI00017F3520, UniRef:UniRef100_UPI00017F3520, UniRef:UniRef50_UPI001E304FD4, UniRef:UniRef90_UPI001E304FD4
CP001458.1	28795	29115	-	FMBKCJ_47065	12.2	6.7		RefSeq:WP_012665383.1, SO:0001217, UniParc:UPI00017F351C, UniRef:UniRef100_UPI00017F351C, UniRef:UniRef50_UPI001E38D908, UniRef:UniRef90_UPI001FB14519
CP001458.1	34407	34670	-	FMBKCJ_47085	9.9	9.7		RefSeq:WP_010258789.1, SO:0001217, UniParc:UPI00017F3022, UniRef:UniRef100_UPI00017F3022, UniRef:UniRef50_B8F1S7, UniRef:UniRef90_UPI00017F3022
CP001458.1	38345	38518	-	FMBKCJ_47110	6.5	10.1		RefSeq:WP_012665380.1, SO:0001217, UniParc:UPI00017F3511, UniRef:UniRef100_UPI00017F3511, UniRef:UniRef50_UPI001304CA02, UniRef:UniRef90_UPI001304CA02
CP001462.1	766	1119	+	FMBKCJ_47120	14.2	9.4		RefSeq:WP_010883945.1, SO:0001217, UniParc:UPI0000057727, UniRef:UniRef100_Q9S019, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
CP001447.1	15157	15315	+	FMBKCJ_47235	6.1	10.2		RefSeq:WP_012665572.1, SO:0001217, UniParc:UPI00016C39BB, UniRef:UniRef100_UPI00016C39BB, UniRef:UniRef50_C0RC30, UniRef:UniRef90_A0A9N7G314
CP001447.1	18146	18739	+	FMBKCJ_47255	22.7	9.1		RefSeq:WP_012622796.1, SO:0001217, UniParc:UPI00016B38CF, UniRef:UniRef100_A0A9N7AM77, UniRef:UniRef50_O50923, UniRef:UniRef90_O50923
CP001447.1	32913	34310	+	FMBKCJ_47350	52.7	6.5		RefSeq:WP_012665568.1, SO:0001217, UniParc:UPI00017F3537, UniRef:UniRef100_UPI00017F3537, UniRef:UniRef50_Q0SLV8, UniRef:UniRef90_A0A806CL76
CP001443.1	1250	1603	+	FMBKCJ_47470	14.2	9.3	PF18135.5|Type_ISP_C	PFAM:PF18135.5
CP001443.1	10225	10668	-	FMBKCJ_47510	16.6	6.7		RefSeq:WP_010256673.1, SO:0001217, UniParc:UPI000005685A, UniRef:UniRef100_O50737, UniRef:UniRef50_O50737, UniRef:UniRef90_O50737
CP001443.1	11073	11411	-	FMBKCJ_47520	13.2	4.7		RefSeq:WP_010259656.1, SO:0001217, UniParc:UPI000005685C, UniRef:UniRef100_O50739, UniRef:UniRef50_O50739, UniRef:UniRef90_O50739
CP001443.1	11424	12257	-	FMBKCJ_47525	31.4	6.2		RefSeq:WP_012666143.1, SO:0001217, UniParc:UPI00017F3732, UniRef:UniRef100_UPI00017F3732, UniRef:UniRef50_O50740, UniRef:UniRef90_O50740
CP001443.1	15948	16727	-	FMBKCJ_47555	29.8	8.7		RefSeq:WP_012666168.1, SO:0001217, UniParc:UPI00016C3988, UniRef:UniRef100_A0A7U4DIR0, UniRef:UniRef90_A0A7U4DIR0
CP001443.1	20559	20933	-	FMBKCJ_47575	14.0	5.6		RefSeq:WP_012666144.1, SO:0001217, UniParc:UPI00017F3739, UniRef:UniRef100_UPI00017F3739, UniRef:UniRef50_O50749, UniRef:UniRef90_O50749
CP001443.1	21622	21996	-	FMBKCJ_47585	14.3	9.2		RefSeq:WP_010259364.1, SO:0001217, UniParc:UPI00017F34D2, UniRef:UniRef100_UPI00017F34D2, UniRef:UniRef50_O50751, UniRef:UniRef90_O50751
CP001443.1	26652	27416	-	FMBKCJ_47615	29.1	9.8		RefSeq:WP_012666163.1, SO:0001217, UniParc:UPI000195DFDA, UniRef:UniRef100_UPI000195DFDA, UniRef:UniRef50_O50757, UniRef:UniRef90_O50757
CP074054.1	157506	157940	+	FMBKCJ_48375	16.9	10.1		RefSeq:WP_002556754.1, SO:0001217, UniParc:UPI00016B2B02, UniRef:UniRef100_A0A0H3C1D3, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
CP074054.1	272689	273702	-	FMBKCJ_48910	39.1	4.3		RefSeq:WP_002663185.1, SO:0001217, UniParc:UPI00017F3288, UniRef:UniRef100_UPI00017F3288, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
CP074054.1	368520	368945	+	FMBKCJ_49385	16.4	9.7		SO:0001217, UniRef:UniRef50_O51335, UniRef:UniRef90_O51335
CP074054.1	416755	417171	+	FMBKCJ_49610	16.3	10.5		RefSeq:WP_002661094.1, SO:0001217, UniParc:UPI00016C516C, UniRef:UniRef100_UPI00016C516C, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
CP074054.1	535245	535667	-	FMBKCJ_50225	16.5	10.2		RefSeq:WP_002657113.1, SO:0001217, UniParc:UPI00016B3076, UniRef:UniRef100_UPI00016B3076, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
